Name,Year,1+planning,1+generation,1+revision,1+monitoring,2+text,2+element,3+student,3+casual,3+expert,4+smartphone,4+tablet,4+computer,4+misc,5+vision,5+lofi,5+high-fi,5+public,6+low,6+medium,6+high,7+no eval,7+case study,7+qualitative,7+quantitative,7+mixed,8+async,8+real-time,9+tool,9+consultant,9+collaborator,title,bibtex,link,abstract
Qian et al.,2022,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Training strategies for automatic song writing: A unified framework perspective,"@inproceedings{qian_training_2022,series = {International {Conference} on {Acoustics} {Speech} and {Signal} {ProcessingICASSP}},title = {{TRAINING} {STRATEGIES} {FOR} {AUTOMATIC} {SONG} {WRITING}: {A} {UNIFIED} {FRAMEWORKPERSPECTIVE}},doi = {10.1109/ICASSP43922.2022.9746818},abstract = {Automatic song writing (ASW) typically involves four tasks:lyric-to-lyric generation, melody-to-melody generation, lyric-to-melodygeneration, and melody-to-lyric generation. Previous works have mainlyfocused on individual tasks without considering the correlation betweenthem, and thus a unified framework to solve all four tasks has not yetbeen explored. In this paper, we propose a unified framework followingthe pre-training and fine-tuning paradigm to address all four ASW taskswith one model. To alleviate the data scarcity issue of pairedlyric-melody data for lyric-to-melody and melody-to-lyric generation, weadopt two pre-training stages with unpaired data. In addition, weintroduce a dual transformation loss to fully utilize paired data in thefine-tuning stage to enforce the weak correlation between melody andlyrics. We also design an objective music generation evaluation metricinvolving the chromatic rule and a more realistic setting, which removessome strict assumptions adopted in previous works. To the best of ourknowledge, this work is the first to explore ASW for pop songs inChinese. Extensive experiments demonstrate the effectiveness of the dualtransformation loss and the unified model structure encompassing allfour tasks. The experimental results also show that our proposed newevaluation metric aligns better with subjective opinion scores fromhuman listeners.},booktitle = {2022 {IEEE} {INTERNATIONAL} {CONFERENCE} {ON} {ACOUSTICS}, {SPEECH} {AND} {SIGNALPROCESSING} ({ICASSP})},author = {Qian, Tao and Shi, Jiatong and Guo, Shuai and Wu, Peter and Jin, Qin},year = {2022},keywords = {Automatic song writing, dual transformation loss, musicobjective evaluation, pre-training},pages = {4738--4742},}",https://doi.org/10.1109/ICASSP43922.2022.9746818,"Automatic song writing (ASW) typically involves four tasks:lyric-to-lyric generation, melody-to-melody generation, lyric-to-melody generation, and melody-to-lyric generation. Previous works have mainly focused on individual tasks without considering the correlation between them, and thus a unified framework to solve all four tasks has not yet been explored. In this paper, we propose a unified framework following the pre-training and fine-tuning paradigm to address all four ASW tasks with one model. To alleviate the data scarcity issue of paired lyric-melody data for lyric-to-melody and melody-to-lyric generation, we adopt two pre-training stages with unpaired data. In addition, we introduce a dual transformation loss to fully utilize paired data in the fine-tuning stage to enforce the weak correlation between melody and lyrics. We also design an objective music generation evaluation metric involving the chromatic rule and a more realistic setting, which removes some strict assumptions adopted in previous works. To the best of our knowledge, this work is the first to explore ASW for pop songs inChinese. Extensive experiments demonstrate the effectiveness of the dual transformation loss and the unified model structure encompassing all four tasks. The experimental results also show that our proposed new evaluation metric aligns better with subjective opinion scores from human listeners."
Wordcraft,2022,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Wordcraft Story Writing With Large Language Models,"@inproceedings{yuan_wordcraft_2022,title = {Wordcraft {Story} {Writing} {With} {Large} {Language} {Models}},doi = {10.1145/3490099.3511105},abstract = {The latest generation of large neural language models such as GPT-3 haveachieved new levels of performance on benchmarks for languageunderstanding and generation. These models have even demonstrated anability to perform arbitrary tasks without explicit training. In thiswork, we sought to learn how people might use such models in the processof creative writing. We built Wordcraft, a text editor in which userscollaborate with a generative language model to write a story. Weevaluated Wordcraft with a user study in which participants wrote shortstories with and without the tool. Our results show that large languagemodels enable novel co-writing experiences. For example, the languagemodel is able to engage in open-ended conversation about the story,respond to writers' custom requests expressed in natural language (suchas “rewrite this text to be more Dickensian”), and generatesuggestions that serve to unblock writers in the creative process. Basedon these results, we discuss design implications for future human-AIco-writing systems.},booktitle = {{IUI}'22: {27TH} {INTERNATIONAL} {CONFERENCE} {ON} {IN}℡{LIGENT} {USER} {INTERFACES}},author = {Yuan, Ann and Coenen, Andy and Reif, Emily and Ippolito, Daphne},year = {2022},keywords = {NLP},pages = {841--852},}",https://doi.org/10.1145/3490099.3511105,"The latest generation of large neural language models such as GPT-3 have achieved new levels of performance on benchmarks for language understanding and generation. These models have even demonstrated an ability to perform arbitrary tasks without explicit training. In this work, we sought to learn how people might use such models in the process of creative writing. We built Wordcraft, a text editor in which users collaborate with a generative language model to write a story. We evaluated Wordcraft with a user study in which participants wrote short stories with and without the tool. Our results show that large language models enable novel co-writing experiences. For example, the language model is able to engage in open-ended conversation about the story,respond to writers' custom requests expressed in natural language (such as “rewrite this text to be more Dickensian”), and generate suggestions that serve to unblock writers in the creative process. Basedon these results, we discuss design implications for future human-AIco-writing systems."
TaleBrush,2022,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TaleBrush: Sketching Stories with Generative Pretrained Language Models,"@inproceedings{chung_talebrush_2022-1,title = {{TaleBrush}: {Sketching} {Stories} with {Generative} {Pretrained} {Language} {Models}},doi = {10.1145/3491102.3501819},abstract = {While advanced text generation algorithms (e.g., GPT-3) have enabledwriters to co-create stories with an AI, guiding the narrative remains achallenge. Existing systems often leverage simple turn-taking betweenthe writer and the AI in story development. However, writers remainunsupported in intuitively understanding the AI's actions or steeringthe iterative generation. We introduce TaleBrush, a generative storyideation tool that uses line sketching interactions with a GPT-basedlanguage model for control and sensemaking of a protagonist's fortune inco-created stories. Our empirical evaluation found our pipeline reliablycontrols story generation while maintaining the novelty of generatedsentences. In a user study with 14 participants with diverse writingexperiences, we found participants successfully leveraged sketching toiteratively explore and write stories according to their intentionsabout the character's fortune while taking inspiration from generatedstories. We conclude with a reflection on how sketching interactions canfacilitate the iterative human-AI co-creation process.},booktitle = {{PROCEEDINGS} {OF} {THE} 2022 {CHI} {CONFERENCE} {ON} {HUMAN} {FACTORS} {IN} {COMPUTINGSYSTEMS} ({CHI}' 22)},author = {Chung, John Joon Young and Kim, Wooseok and Yoo, Kang Min and Lee, Hwaran and Adar, Eytan and Chang, Minsuk},year = {2022},keywords = {controlled generation, creativity support tool, sketching, story generation, story writing},file = {Full Text PDF:C\:\\Users\\nicole\\Zotero\\storage\\RRF8THMB\\Chung et al. - 2022 - TaleBrush Sketching Stories with Generative Pretr.pdf:application/pdf},}",https://doi.org/10.1145/3491102.3501819,"While advanced text generation algorithms (e.g., GPT-3) have enabled writers to co-create stories with an AI, guiding the narrative remains a challenge. Existing systems often leverage simple turn-taking between the writer and the AI in story development. However, writers remain unsupported in intuitively understanding the AI's actions or steering the iterative generation. We introduce TaleBrush, a generative story ideation tool that uses line sketching interactions with a GPT-based language model for control and sensemaking of a protagonist's fortune inco-created stories. Our empirical evaluation found our pipeline reliable controls story generation while maintaining the novelty of generated sentences. In a user study with 14 participants with diverse writing experiences, we found participants successfully leveraged sketching to iteratively explore and write stories according to their intentions about the character's fortune while taking inspiration from generated stories. We conclude with a reflection on how sketching interactions can facilitate the iterative human-AI co-creation process."
Zhang et al.,2022,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Expressing Metaphorically, Writing Creatively: Metaphor Identificationfor Creativity Assessment in Writing","@inproceedings{zhang_expressing_2022,title = {Expressing {Metaphorically}, {Writing} {Creatively}: {Metaphor} {Identificationfor} {Creativity} {Assessment} in {Writing}},doi = {10.1145/3487553.3524935},abstract = {Metaphor, which can implicitly express profound meanings and emotions,is a unique writing technique frequently used in human language. Inwriting, meaningful metaphorical expressions can enhance theliterariness and creativity of texts. Therefore, the usage of metaphoris a significant impact factor when assessing the creativity andliterariness of writing. However, little to no automatic writingassessment system considers metaphorical expressions when giving thescore of creativity. For improving the accuracy of automatic writingassessment, this paper proposes a novel creativity assessment model thatimports a token-level metaphor identification method to extractmetaphors as the indicators for creativity scoring. The experimentalresults show that our model can accurately assess the creativity ofdifferent texts with precise metaphor identification. To the best of ourknowledge, we are the first to apply automatic metaphor identificationto assess writing creativity. Moreover, identifying features (e.g.,metaphors) that influence writing creativity using computationalapproaches can offer fair and reliable assessment methods foreducational settings.},booktitle = {{COMPANION} {PROCEEDINGS} {OF} {THE} {WEB} {CONFERENCE} 2022, {WWW} 2022 {COMPANION}},author = {Zhang, Dongyu and Zhang, Minghao and Peng, Ciyuan and Xia, Feng},year = {2022},keywords = {Metaphor identification, Metaphorical feature analytics, Textual data mining, Writing creativity assessment, Writinganalytics},pages = {1198--1205},}",https://doi.org/10.1145/3487553.3524935,"Metaphor, which can implicitly express profound meanings and emotions,is a unique writing technique frequently used in human language. Inwriting, meaningful metaphorical expressions can enhance the literariness and creativity of texts. Therefore, the usage of metaphoris a significant impact factor when assessing the creativity and literariness of writing. However, little to no automatic writing assessment system considers metaphorical expressions when giving thescore of creativity. For improving the accuracy of automatic writing assessment, this paper proposes a novel creativity assessment model that imports a token-level metaphor identification method to extract metaphors as the indicators for creativity scoring. The experimental results show that our model can accurately assess the creativity of different texts with precise metaphor identification. To the best of our knowledge, we are the first to apply automatic metaphor identification to assess writing creativity. Moreover, identifying features (e.g.,metaphors) that influence writing creativity using computational approaches can offer fair and reliable assessment methods for educational settings."
Portrayal,2023,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,PORTRAYAL: Leveraging NLP and Visualization for Analyzing FictionalCharacters,"@inproceedings{hoque_portrayal_2023,title = {{PORTRAYAL}: {Leveraging} {NLP} and {Visualization} for {Analyzing} {FictionalCharacters}},doi = {10.1145/3563657.3596000},abstract = {Many creative writing tasks (e.g., fction writing) require authors towrite complex narrative components (e.g., characterization, events,dialogue) over the course of a long story. Similarly, literary scholarsneed to manually annotate and interpret texts to understand suchabstract components. In this paper, we explore how Natural LanguageProcessing (NLP) and interactive visualization can help writers andscholars in such scenarios. To this end, we present Portrayal, aninteractive visualization system for analyzing characters in a story.Portrayal extracts natural language indicators from a text to capturethe characterization process and then visualizes the indicators in aninteractive interface. We evaluated the system with 12 creative writersand scholars in a one-week-long qualitative study. Our fndings suggestPortrayal helped writers revise their drafts and create dynamiccharacters and scenes. It helped scholars analyze characters without theneed for any manual annotation, and design literary arguments withconcrete evidence.},booktitle = {{DESIGNING} {INTERACTIVE} {SYSTEMS} {CONFERENCE}, {DIS} 2023},author = {Hoque, Md Naimul and Ghai, Bhavya and Kraus, Kari and Elmqvist, Niklas},year = {2023},keywords = {visualization, natural language processing, characters, Creativity, fiction, visualization., fction},pages = {74--94},file = {Full Text PDF:C\:\\Users\\nicole\\Zotero\\storage\\DZZM59LU\\Hoque et al. - 2023 - Portrayal Leveraging NLP and Visualization for An.pdf:application/pdf},}",https://doi.org/10.1145/3563657.3596000,"Many creative writing tasks (e.g., fiction writing) require authors to write complex narrative components (e.g., characterization, events,dialogue) over the course of a long story. Similarly, literary scholars need to manually annotate and interpret texts to understand such abstract components. In this paper, we explore how Natural LanguageProcessing (NLP) and interactive visualization can help writers and scholars in such scenarios. To this end, we present Portrayal, an interactive visualization system for analyzing characters in a story.Portrayal extracts natural language indicators from a text to capture the characterization process and then visualizes the indicators in an interactive interface. We evaluated the system with 12 creative writers and scholars in a one-week-long qualitative study. Our findings suggestPortrayal helped writers revise their drafts and create dynamic characters and scenes. It helped scholars analyze characters without the need for any manual annotation, and design literary arguments with concrete evidence."
COMPASS,2023,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,COMPASS: A creative support system that alerts novelists to theunnoticed missing contents,"@article{mori_compass_2023,title = {{COMPASS}: {A} creative support system that alerts novelists to theunnoticed missing contents},volume = {80},doi = {10.1016/j.csl.2023.101484},abstract = {Writing a story is never easy. Even experienced writers sometimesunintentionally omit information from their writings, and it makes thestories not understandable from others. Complementing suchunintentionally omitted information using a computer is helpful inproviding writing support. Recently, in the field of story understandingand generation, story completion (SC) was proposed to generate themissing parts of an incomplete story. Although its applicability islimited because it requires that the user have prior knowledge of themissing part of a story, missing position prediction (MPP) can be usedto compensate for this problem. MPP aims to predict the position of themissing part, but the prerequisite knowledge that “one sentence ismissing”is still required. In this study, we propose Variable NumberMPP (VN-MPP), a new MPP task that removes this restriction; that is, thetask to predict multiple missing sentences or to judge whether there areno missing sentences in the first place. We also propose two methods forthis new MPP task. One solves this task end-to-end, while the otherlearns the two modules separately. The latter allows the writer moreflexibility in using the information by making the intermediate outputsbetween the modules explicit. Based on the novel task, we developed acreative writing support system, COMPASS. The results of a userexperiment involving professional creators who write texts in Japaneseconfirm the efficacy and utility of the developed system. This studyaimed to propose a creation support system and, at the same time, tobuild a relationship of trust between creators and researchers to laythe groundwork for future research and development of creation supportAI.},journal = {COMPUTER SPEECH AND LANGUAGE},author = {Mori, Yusuke and Yamane, Hiroaki and Shimizu, Ryohei and Mukuta, Yusukeand Harada, Tatsuya},month = may,year = {2023},keywords = {Storytelling, Creative support, Natural language processing, Story completion, Story understanding},}",https://doi.org/10.1016/j.csl.2023.101484,"Writing a story is never easy. Even experienced writers sometimes unintentionally omit information from their writings, and it makes thestories not understandable from others. Complementing such unintentionally omitted information using a computer is helpful in providing writing support. Recently, in the field of story understanding and generation, story completion (SC) was proposed to generate the missing parts of an incomplete story. Although its applicability is limited because it requires that the user have prior knowledge of the missing part of a story, missing position prediction (MPP) can be used to compensate for this problem. MPP aims to predict the position of the missing part, but the prerequisite knowledge that “one sentence ismissing”is still required. In this study, we propose Variable NumberMPP (VN-MPP), a new MPP task that removes this restriction; that is, the task to predict multiple missing sentences or to judge whether there are no missing sentences in the first place. We also propose two methods for this new MPP task. One solves this task end-to-end, while the other learns the two modules separately. The latter allows the writer more flexibility in using the information by making the intermediate outputs between the modules explicit. Based on the novel task, we developed a creative writing support system, COMPASS. The results of a user experiment involving professional creators who write texts in Japanese Confirm the efficacy and utility of the developed system. This study aimed to propose a creation support system and, at the same time, to build a relationship of trust between creators and researchers to lay the groundwork for future research and development of creation supportAI."
TaleTrope,2023,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TaleStream: Supporting Story Ideation with Trope Knowledge,"@inproceedings{10.1145/3586183.3606807,author = {Chou, Jean-Pe\""{\i}c and Siu, Alexa Fay and Lipka, Nedim and Rossi, Ryan and Dernoncourt, Franck and Agrawala, Maneesh},title = {TaleStream: Supporting Story Ideation with Trope Knowledge},year = {2023},isbn = {9798400701320},publisher = {Association for Computing Machinery},address = {New York, NY, USA},url = {https://doi.org/10.1145/3586183.3606807},doi = {10.1145/3586183.3606807},abstract = {Story ideation is a critical part of the story-writing process. It is challenging to support computationally due to its exploratory and subjective nature. Tropes, which are recurring narrative elements across stories, are essential in stories as they shape the structure of narratives and our understanding of them. In this paper, we propose to use tropes as an intermediate representation of stories to approach story ideation. We present TaleStream, a canvas system that uses tropes as building blocks of stories while providing steerable suggestions of story ideas in the form of tropes. Our trope suggestion methods leverage data from the tvtropes.org wiki. We find that 97\% of the time, trope suggestions generated by our methods provide better story ideation materials than random tropes. Our system evaluation suggests that TaleStream can support writers’ creative flow and greatly facilitates story development. Tropes, as a rich lexicon of narratives with available examples, play a key role in TaleStream and hold promise for story-creation support systems.},booktitle = {Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology},articleno = {52},numpages = {12},keywords = {CST, recommender systems, story grammar, story ideation, tropes},location = {San Francisco, CA, USA},series = {UIST '23}}",https://doi.org/10.1145/3586183.3606807,"Story ideation is a critical part of the story-writing process. It is challenging to support computationally due to its exploratory and subjective nature. Tropes, which are recurring narrative elements across stories, are essential in stories as they shape the structure of narratives and our understanding of them. In this paper, we propose to use tropes as an intermediate representation of stories to approach story ideation. We present TaleStream, a canvas system that uses tropes as building blocks of stories while providing steerable suggestions of story ideas in the form of tropes. Our trope suggestion methods leverage data from the tvtropes.org wiki. We find that 97\% of the time, trope suggestions generated by our methods provide better story ideation materials than random tropes. Our system evaluation suggests that TaleStream can support writers’ creative flow and greatly facilitates story development. Tropes, as a rich lexicon of narratives with available examples, play a key role in TaleStream and hold promise for story-creation support systems."
Dang et al.,2023,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Choice Over Control: How Users Write with Large Language Models using Diegetic and Non-Diegetic Prompting,"@inproceedings{dang_choice_2023,address = {New York, NY, USA},series = {{CHI} '23},title = {Choice {Over} {Control}: {How} {Users} {Write} with {Large} {Language} {Models} using {Diegetic} and {Non}-{Diegetic} {Prompting}},isbn = {978-1-4503-9421-5},url = {https://doi.org/10.1145/3544548.3580969},doi = {10.1145/3544548.3580969},abstract = {We propose a conceptual perspective on prompts for Large Language Models (LLMs) that distinguishes between (1) diegetic prompts (part of the narrative, e.g. “Once upon a time, I saw a fox...”), and (2) non-diegetic prompts (external, e.g. “Write about the adventures of the fox.”). With this lens, we study how 129 crowd workers on Prolific write short texts with different user interfaces (1 vs 3 suggestions, with/out non-diegetic prompts; implemented with GPT-3): When the interface offered multiple suggestions and provided an option for non-diegetic prompting, participants preferred choosing from multiple suggestions over controlling them via non-diegetic prompts. When participants provided non-diegetic prompts it was to ask for inspiration, topics or facts. Single suggestions in particular were guided both with diegetic and non-diegetic information. This work informs human-AI interaction with generative models by revealing that (1) writing non-diegetic prompts requires effort, (2) people combine diegetic and non-diegetic prompting, and (3) they use their draft (i.e. diegetic information) and suggestion timing to strategically guide LLMs.},booktitle = {Proceedings of the 2023 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}},publisher = {Association for Computing Machinery},author = {Dang, Hai and Goller, Sven and Lehmann, Florian and Buschek, Daniel},year = {2023},keywords = {Co-creative systems, Human-AI collaboration, Large language models, User-centric natural language generation},}",https://doi.org/10.1145/3544548.3580969,"We propose a conceptual perspective on prompts for Large Language Models (LLMs) that distinguishes between (1) diegetic prompts (part of the narrative, e.g. “Once upon a time, I saw a fox...”), and (2) non-diegetic prompts (external, e.g. “Write about the adventures of the fox.”). With this lens, we study how 129 crowd workers on Prolific write short texts with different user interfaces (1 vs 3 suggestions, with/out non-diegetic prompts; implemented with GPT-3): When the interface offered multiple suggestions and provided an option for non-diegetic prompting, participants preferred choosing from multiple suggestions over controlling them via non-diegetic prompts. When participants provided non-diegetic prompts it was to ask for inspiration, topics or facts. Single suggestions in particular were guided both with diegetic and non-diegetic information. This work informs human-AI interaction with generative models by revealing that (1) writing non-diegetic prompts requires effort, (2) people combine diegetic and non-diegetic prompting, and (3) they use their draft (i.e. diegetic information) and suggestion timing to strategically guide LLMs."
Dramatron,2023,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Co-Writing Screenplays and Theatre Scripts with Language Models:Evaluation by Industry Professionals,"@inproceedings{mirowski_co-writing_2023,title = {Co-{Writing} {Screenplays} and {Theatre} {Scripts} with {Language} {Models}:{Evaluation} by {Industry} {Professionals}},doi = {10.1145/3544548.3581225},abstract = {Language models are increasingly attracting interest from writers.However, such models lack long-range semantic coherence, limiting theirusefulness for longform creative writing. We address this limitation byapplying language models hierarchically, in a system we call Dramatron.By building structural context via prompt chaining, Dramatron cangenerate coherent scripts and screenplays complete with title,characters, story beats, location descriptions, and dialogue. Weillustrate Dramatron's usefulness as an interactive co-creative systemwith a user study of 15 theatre and film industry professionals.Participants co-wrote theatre scripts and screenplays with Dramatron andengaged in open-ended interviews. We report reflections both from ourinterviewees and from independent reviewers who critiqued performancesof several of the scripts to illustrate how both Dramatron andhierarchical text generation could be useful for human-machineco-creativity. Finally, we discuss the suitability of Dramatron forco-creativity, ethical considerations-including plagiarism and bias-andparticipatory models for the design and deployment of such tools.},booktitle = {{PROCEEDINGS} {OF} {THE} 2023 {CHI} {CONFERENCE} {ON} {HUMAN} {FACTORS} {IN} {COMPUTINGSYSTEMS} ({CHI} 2023)},author = {Mirowski, Piotr W. and Mathewson, Kory W. and Pittman, Jaylen and Evans, Richard},year = {2023},keywords = {human-computer interaction, computational creativity, natural language generation, co-creativity, improvisation, natural language evaluation, theatre, human-computerinteraction},}",https://doi.org/10.1145/3544548.3581225,"Language models are increasingly attracting interest from writers.However, such models lack long-range semantic coherence, limiting their usefulness for longform creative writing. We address this limitation by applying language models hierarchically, in a system we call Dramatron.By building structural context via prompt chaining, Dramatron can generate coherent scripts and screenplays complete with title,characters, story beats, location descriptions, and dialogue. Weillustrate Dramatron's usefulness as an interactive co-creative system with a user study of 15 theatre and film industry professionals.Participants co-wrote theatre scripts and screenplays with Dramatron and engaged in open-ended interviews. We report reflections both from our interviewees and from independent reviewers who critiqued performances of several of the scripts to illustrate how both Dramatron and hierarchical text generation could be useful for human-machine co-creativity. Finally, we discuss the suitability of Dramatron forco-creativity, ethical considerations-including plagiarism and bias-and participatory models for the design and deployment of such tools."
MLVille,2023,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Where to Hide a Stolen Elephant: Leaps in Creative Writing withMultimodal Machine Intelligence,"@article{singh_where_2023,title = {Where to {Hide} a {Stolen} {Elephant}: {Leaps} in {Creative} {Writing} {withMultimodal} {Machine} {Intelligence}},volume = {30},doi = {10.1145/3511599},abstract = {While developing a story, novices and published writers alike have hadto look outside themselves for inspiration. Language models haverecently been able to generate text fluently, producing new stochasticnarratives upon request. However, effectively integrating suchcapabilities with human cognitive faculties and creative processesremains challenging. We propose to investigate this integration with amultimodal writing support interface that offers writing suggestionstextually, visually, and aurally. We conduct an extensive study thatcombines elicitation of prior expectations before writing, observationand semi-structured interviews during writing, and outcome evaluationsafter writing. Our results illustrate the individual and situationalvariation in machine-in-the-loop writing approaches, suggestionacceptance, and ways the system is helpful. Centrally, we report howparticipants perform integrative leaps, by which they do cognitive workto integrate suggestions of varying semantic relevance into theirdeveloping stories. We interpret these findings, offering modeling anddesign recommendations for future creative writing support technologies.},number = {5, SI},journal = {ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION},author = {Singh, Nikhil and Bernal, Guillermo and Savchenko, Daria and Glassman, Elena L.},month = oct,year = {2023},keywords = {writing, story, human-AI interaction, AI, audio, audiovisual, Creativity support, images, interface, multimodal},}",https://doi.org/10.1145/3511599,"While developing a story, novices and published writers alike have had to look outside themselves for inspiration. Language models have recently been able to generate text fluently, producing new stochastic narratives upon request. However, effectively integrating such capabilities with human cognitive faculties and creative processes remains challenging. We propose to investigate this integration with multimodal writing support interface that offers writing suggestions textually, visually, and aurally. We conduct an extensive study that combines elicitation of prior expectations before writing, observation and semi-structured interviews during writing, and outcome evaluations after writing. Our results illustrate the individual and situational variation in machine-in-the-loop writing approaches, suggestion acceptance, and ways the system is helpful. Centrally, we report how participants perform integrative leaps, by which they do cognitive work to integrate suggestions of varying semantic relevance into their developing stories. We interpret these findings, offering modeling and design recommendations for future creative writing support technologies."
CharacterMeet,2024,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,CharacterMeet: Supporting Creative Writers' Entire Story Character Construction Processes Through Conversation with LLM-Powered Chatbot Avatars,"@inproceedings{qin_charactermeet_2024,address = {New York, NY, USA},series = {{CHI} '24},title = {{CharacterMeet}: {Supporting} {Creative} {Writers}' {Entire} {Story} {Character} {Construction} {Processes} {Through} {Conversation} with {LLM}-{Powered} {Chatbot} {Avatars}},isbn = {9798400703300},url = {https://doi.org/10.1145/3613904.3642105},doi = {10.1145/3613904.3642105},abstract = {Support for story character construction is as essential as characters are for stories. Building upon past research on early character construction stages, we explore how conversation with chatbot avatars embodying characters powered by more recent technologies could support the entire character construction process for creative writing. Through a user study (N=14) with creative writers, we examine thinking and usage patterns of CharacterMeet, a prototype system allowing writers to progressively manifest characters through conversation while customizing context, character appearance, voice, and background image. We discover that CharacterMeet facilitates iterative character construction. Specifically, participants, including those with more linear usual approaches, alternated between writing and personalized exploration through visualization of ideas on CharacterMeet while visuals and audio enhanced immersion. Our findings support research on iterative creative processes and the growing potential of personalizable generative AI creativity support tools. We present design implications for leveraging chatbot avatars in the creative writing process.},booktitle = {Proceedings of the {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}},publisher = {Association for Computing Machinery},author = {Qin, Hua Xuan and Jin, Shan and Gao, Ze and Fan, Mingming and Hui, Pan},year = {2024},keywords = {Creative Writing, Creativity Support, Human-AI Collaboration, Large Language Models, Writing Assistants},file = {Full Text PDF:C\:\\Users\\nicole\\Zotero\\storage\\F5NRWZ37\\Qin et al. - 2024 - CharacterMeet Supporting Creative Writers' Entire.pdf:application/pdf},}",https://doi.org/10.1145/3613904.3642105,"Support for story character construction is as essential as characters are for stories. Building upon past research on early character construction stages, we explore how conversation with chatbot avatars embodying characters powered by more recent technologies could support the entire character construction process for creative writing. Through a user study (N=14) with creative writers, we examine thinking and usage patterns of CharacterMeet, a prototype system allowing writers to progressively manifest characters through conversation while customizing context, character appearance, voice, and background image. We discover that CharacterMeet facilitates iterative character construction. Specifically, participants, including those with more linear usual approaches, alternated between writing and personalized exploration through visualization of ideas on CharacterMeet while visuals and audio enhanced immersion. Our findings support research on iterative creative processes and the growing potential of personalizable generative AI creativity support tools. We present design implications for leveraging chatbot avatars in the creative writing process."
